timestamp,open,high,low,close
1640995200000,1829.058,1829.058,1829.058,1829.058
1640996100000,1829.058,1829.058,1829.058,1829.058
1640997000000,1829.058,1829.058,1829.058,1829.058
1640997900000,1829.058,1829.058,1829.058,1829.058
1640998800000,1829.058,1829.058,1829.058,1829.058
1640999700000,1829.058,1829.058,1829.058,1829.058
1641000600000,1829.058,1829.058,1829.058,1829.058
1641001500000,1829.058,1829.058,1829.058,1829.058
1641002400000,1829.058,1829.058,1829.058,1829.058
1641003300000,1829.058,1829.058,1829.058,1829.058
1641004200000,1829.058,1829.058,1829.058,1829.058
1641005100000,1829.058,1829.058,1829.058,1829.058
1641006000000,1829.058,1829.058,1829.058,1829.058
1641006900000,1829.058,1829.058,1829.058,1829.058
1641007800000,1829.058,1829.058,1829.058,1829.058
1641008700000,1829.058,1829.058,1829.058,1829.058
1641009600000,1829.058,1829.058,1829.058,1829.058
1641010500000,1829.058,1829.058,1829.058,1829.058
1641011400000,1829.058,1829.058,1829.058,1829.058
1641012300000,1829.058,1829.058,1829.058,1829.058
1641013200000,1829.058,1829.058,1829.058,1829.058
1641014100000,1829.058,1829.058,1829.058,1829.058
1641015000000,1829.058,1829.058,1829.058,1829.058
1641015900000,1829.058,1829.058,1829.058,1829.058
1641016800000,1829.058,1829.058,1829.058,1829.058
1641017700000,1829.058,1829.058,1829.058,1829.058
1641018600000,1829.058,1829.058,1829.058,1829.058
1641019500000,1829.058,1829.058,1829.058,1829.058
1641020400000,1829.058,1829.058,1829.058,1829.058
1641021300000,1829.058,1829.058,1829.058,1829.058
1641022200000,1829.058,1829.058,1829.058,1829.058
1641023100000,1829.058,1829.058,1829.058,1829.058
1641024000000,1829.058,1829.058,1829.058,1829.058
1641024900000,1829.058,1829.058,1829.058,1829.058
1641025800000,1829.058,1829.058,1829.058,1829.058
1641026700000,1829.058,1829.058,1829.058,1829.058
1641027600000,1829.058,1829.058,1829.058,1829.058
1641028500000,1829.058,1829.058,1829.058,1829.058
1641029400000,1829.058,1829.058,1829.058,1829.058
1641030300000,1829.058,1829.058,1829.058,1829.058
1641031200000,1829.058,1829.058,1829.058,1829.058
1641032100000,1829.058,1829.058,1829.058,1829.058
1641033000000,1829.058,1829.058,1829.058,1829.058
1641033900000,1829.058,1829.058,1829.058,1829.058
1641034800000,1829.058,1829.058,1829.058,1829.058
1641035700000,1829.058,1829.058,1829.058,1829.058
1641036600000,1829.058,1829.058,1829.058,1829.058
1641037500000,1829.058,1829.058,1829.058,1829.058
1641038400000,1829.058,1829.058,1829.058,1829.058
1641039300000,1829.058,1829.058,1829.058,1829.058
1641040200000,1829.058,1829.058,1829.058,1829.058
1641041100000,1829.058,1829.058,1829.058,1829.058
1641042000000,1829.058,1829.058,1829.058,1829.058
1641042900000,1829.058,1829.058,1829.058,1829.058
1641043800000,1829.058,1829.058,1829.058,1829.058
1641044700000,1829.058,1829.058,1829.058,1829.058
1641045600000,1829.058,1829.058,1829.058,1829.058
